P22011174,-78.62227252,35.77985093,80D,Southeast,2022-03-01,19:58:00,All Other/Trespassing,RALEIGH,1200 BLOCK NEW BERN AV
P22011175,-78.73411697,35.7838435,56C,Southwest,2022-03-01,20:29:00,Fraud/ID Theft,RALEIGH,6100 BLOCK WOLF GLADE COURT
P22011178,-78.657033,35.90182672,56A,Northwest,2022-03-01,18:48:00,Fraud/False Pretense or Swindle,RALEIGH,9600 BLOCK STRICKLAND RD
P22011179,-78.64927544,35.75979131,54D,Southwest,2022-03-01,20:12:00,Drug Violation/Misdemeanor,RALEIGH,1600 BLOCK S SAUNDERS ST
P22011180,-78.71451331,35.8257627,56E,Northwest,2022-03-01,19:41:00,Fraud/Wire Fraud,RALEIGH,3400 BLOCK BRIGHTWOOD CT
P22011181,-78.69681405,35.88975468,25F,Northwest,2022-03-01,19:44:00,Assault/Intimidation-Communicating Threats,RALEIGH,7900 BLOCK RAY RD
P22011182,-78.54379677,35.86957444,25E,North,2022-03-01,19:55:00,Assault/Simple,RALEIGH,6600 BLOCK PROFESSOR ST
P22011184,-78.64015991,35.73573531,54D,Downtown,2022-03-01,21:03:00,Drug Violation/Misdemeanor,RALEIGH,3300 BLOCK HAMMOND RD
P22011188,-78.59277185,35.84337823,51C,Northeast,2022-03-01,21:07:00,Weapons/Shots Fired,RALEIGH,MATT DR & HOYLE DR
P22011189,-78.57416826,35.7407758,25G,Southeast,2022-03-01,21:10:00,Assault/Aggravated,RALEIGH,2900 BLOCK TUCKLAND DR
P22011190,-78.52657615,35.84753742,80A,Northeast,2022-03-01,21:30:00,All Other/All Other Offenses,WAKE COUNTY,6900 BLOCK BUFFALOE RD
P22011193,-78.55485051,35.75170352,25E,Southeast,2022-03-01,21:45:00,Assault/Simple,RALEIGH,2100 BLOCK WALNUT RIDGE CT
P22011194,-78.70938555,35.86228452,35F,Northwest,2022-03-01,20:57:00,Larceny/Theft from Motor Vehicle,RALEIGH,6800 BLOCK DAVIS CIR
P22011196,-78.62447645,35.77216679,80A,Downtown,2022-03-01,22:27:00,All Other/All Other Offenses,RALEIGH,700 BLOCK S STATE ST
P22011197,-78.63047388,35.77536283,53A,Northwest,2022-03-01,18:27:00,Damage to Property (Group A),RALEIGH,500 BLOCK E DAVIE ST
P22011204,-78.70056563,35.78690885,25E,Southwest,2022-03-01,23:41:00,Assault/Simple,RALEIGH,4700 BLOCK WESTGROVE ST
P22011205,-78.61228952,35.77548421,35F,Southeast,2022-03-01,23:43:00,Larceny/Theft from Motor Vehicle,RALEIGH,300 BLOCK ANGIER AVE
P22011207,-78.6488634,35.72582863,54C,Northeast,2022-03-02,1:01:00,Drug Violation/Felony,RALEIGH,3900 BLOCK S WILMINGTON ST
P22011209,-78.72012389,35.78536353,25E,Southwest,2022-03-02,0:52:00,Assault/Simple,RALEIGH,5500 BLOCK WESTERN BLVD
P22011211,-78.69308436,35.76856741,54Z,Southwest,2022-03-02,1:15:00,Drug Equipment/Paraphernalia,RALEIGH,3100 BLOCK AVENT FERRY RD
P22011211,-78.69308436,35.76856741,71A,Southwest,2022-03-02,1:15:00,Traffic/DWI (Driving While Impaired),RALEIGH,3100 BLOCK AVENT FERRY RD
P22011212,-78.67164093,35.74927084,54D,Southwest,2022-03-02,2:13:00,Drug Violation/Misdemeanor,RALEIGH,2300 BLOCK LAKE WHEELER RD
P22011213,-78.58809708,35.84829783,20A,Northeast,2022-03-02,2:08:00,Robbery/From Business,RALEIGH,4600 BLOCK MILLBROOK GREEN DR
P22011214,-78.54642382,35.77490584,25E,Southeast,2022-03-02,2:09:00,Assault/Simple,RALEIGH,300 BLOCK GILMAN LN
P22011215,0,0,51C,Downtown,2022-03-02,3:55:00,Weapons/Shots Fired,WAKE COUNTY,1200 BLOCK S BLOODWORTH ST
P22011217,-78.55829045,35.89877633,35C,North,2022-03-02,4:12:00,Larceny/Shoplifting,WAKE COUNTY,4800 BLOCK THORNTON RD
P22011218,-78.59821036,35.81617699,80B,Northeast,2022-03-02,4:04:00,All Other/Damage to Property (minor),RALEIGH,2600 BLOCK WESTINGHOUSE BLVD
P22011219,-78.63946552,35.77348785,51C,Downtown,2022-03-02,4:37:00,Weapons/Shots Fired,RALEIGH,500 BLOCK FAYETTEVILLE ST
P22011224,-78.52212926,35.89689648,80B,North,2022-03-02,7:06:00,All Other/Damage to Property (minor),RALEIGH,3600 BLOCK ALTHORP DR
P22011231,-78.69381093,35.78426117,54C,Southwest,2022-03-02,8:20:00,Drug Violation/Felony,RALEIGH,4100 BLOCK WESTERN BLVD
P22011235,-78.58209876,35.8431722,35F,Northeast,2022-03-02,7:15:00,Larceny/Theft from Motor Vehicle,RALEIGH,2900 BLOCK RED CLAY DR
P22011239,-78.63249755,35.81348261,30A,Southwest,2022-03-02,8:20:00,Burglary/Commercial or Non-Residential,RALEIGH,2300 BLOCK LOWDEN ST
P22011241,-78.78233526,35.91208534,35H,Northwest,2022-03-02,8:46:00,Larceny/All Other,RALEIGH,8000 BLOCK BRIER CREEK PKWY
P22011244,-78.65089216,35.78747171,35G,Downtown,2022-03-02,9:03:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,500 BLOCK ST MARYS ST
P22011247,-78.73959045,35.88028614,35G,Northwest,2022-03-02,10:12:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,8500 BLOCK SUMMERSWEET LN
P22011249,-78.61453816,35.85284606,25F,North,2022-03-02,9:54:00,Assault/Intimidation-Communicating Threats,RALEIGH,5200 BLOCK FALLS OF NEUSE RD
P22011250,-78.5813488,35.74354551,25E,Southeast,2022-03-02,10:10:00,Assault/Simple,RALEIGH,2900 BLOCK RANBURNE DR
P22011251,-78.60665173,35.86568997,54D,North,2022-03-02,9:20:00,Drug Violation/Misdemeanor,RALEIGH,1900 BLOCK SPRING FOREST RD
P22011252,-78.58738851,35.83524329,40A,Northeast,2022-03-02,10:03:00,Motor Vehicle Theft,RALEIGH,3900 BLOCK BEAUMONT CT
P22011255,-78.67825872,35.84133815,35H,Northwest,2022-03-01,18:04:00,Larceny/All Other,RALEIGH,4500 BLOCK MARRIOTT DR
P22011256,-78.65257467,35.73129591,80B,Southeast,2022-03-01,11:26:00,All Other/Damage to Property (minor),RALEIGH,500 BLOCK TRYON RD
P22011257,-78.666174,35.82442046,82E,Southwest,2022-03-02,10:22:00,Humane/Animal Bite,RALEIGH,400 BLOCK VICK AVE
P22011258,-78.64838862,35.86992454,35F,North,2022-03-01,10:42:00,Larceny/Theft from Motor Vehicle,RALEIGH,700 BLOCK BENCHMARK DR
P22011259,-78.67728088,35.74762173,35F,Southwest,2022-03-02,11:24:00,Larceny/Theft from Motor Vehicle,RALEIGH,2500 BLOCK RED LODGE PL
P22011261,-78.77747771,35.90961006,35H,Northwest,2022-03-01,16:49:00,Larceny/All Other,RALEIGH,10000 BLOCK GLENWOOD AV
P22011264,-78.78025743,35.91093665,35H,Northwest,2022-03-02,11:35:00,Larceny/All Other,RALEIGH,7900 BLOCK ARCO CORPORATE DR
P22011265,-78.60464904,35.77970986,35C,Southeast,2022-03-02,11:15:00,Larceny/Shoplifting,RALEIGH,2100 BLOCK NEW BERN AVE
P22011269,-78.57982778,35.8447188,25E,Northeast,2022-03-02,11:08:00,Assault/Simple,RALEIGH,4500 BLOCK CAPITAL BLVD
P22011270,-78.56106301,35.94172055,35H,North,2022-03-02,12:08:00,Larceny/All Other,RALEIGH,13200 BLOCK FALLS OF NUESE RD
P22011272,-78.6948556,35.77379505,82E,Southwest,2022-03-02,11:34:00,Humane/Animal Bite,RALEIGH,500 BLOCK BRENT RD
P22011273,-78.64915496,35.75605451,54Z,Southwest,2022-03-02,12:11:00,Drug Equipment/Paraphernalia,RALEIGH,1800 BLOCK S SAUNDERS ST
P22011273,-78.64915496,35.75605451,54D,Southwest,2022-03-02,12:11:00,Drug Violation/Misdemeanor,RALEIGH,1800 BLOCK S SAUNDERS ST
P22011274,-78.65857071,35.78450769,35F,Southwest,2022-03-02,12:14:00,Larceny/Theft from Motor Vehicle,RALEIGH,1600 BLOCK HILLSBOROUGH ST
P22011277,-78.64905941,35.74933494,53A,Southwest,2022-03-02,11:30:00,Damage to Property (Group A),RALEIGH,2500 BLOCK S SAUNDERS ST
P22011278,-78.64255559,35.83561214,80D,North,2022-03-02,11:14:00,All Other/Trespassing,RALEIGH,4100 BLOCK THE CIRCLE AT NORTH HILLS ST
P22011279,-78.69080909,35.78155929,80E,Southwest,2022-03-02,11:26:00,All Other/Unauthorized Use of Vehicle,RALEIGH,3900 BLOCK NEELEY ST
P22011280,-78.6313304,35.86490504,25E,North,2022-03-02,12:02:00,Assault/Simple,RALEIGH,6300 BLOCK SHANDA DR
P22011281,-78.65636394,35.79022883,35H,Southwest,2022-03-02,12:30:00,Larceny/All Other,RALEIGH,700 BLOCK SMALLWOOD DR
P22011283,-78.55911164,35.86893805,54Z,Northeast,2022-03-02,12:35:00,Drug Equipment/Paraphernalia,RALEIGH,6700 BLOCK WINTER PL
P22011283,-78.55911164,35.86893805,54C,Northeast,2022-03-02,12:35:00,Drug Violation/Felony,RALEIGH,6700 BLOCK WINTER PL
P22011283,-78.55911164,35.86893805,54D,Northeast,2022-03-02,12:35:00,Drug Violation/Misdemeanor,RALEIGH,6700 BLOCK WINTER PL
P22011288,-78.60219639,35.85832106,25E,North,2022-03-02,12:55:00,Assault/Simple,RALEIGH,5700 BLOCK TURTLE CV
P22011289,-78.64203281,35.83763442,35H,North,2022-03-02,13:56:00,Larceny/All Other,RALEIGH,4200 BLOCK THE CIRCLE AT NORTH HILLS ST
P22011291,-78.63442156,35.73920536,56A,Southeast,2022-03-02,14:17:00,Fraud/False Pretense or Swindle,RALEIGH,200 BLOCK SEAGRAMS CT
P22011296,-78.63370553,35.77050366,71A,Downtown,2022-03-02,14:05:00,Traffic/DWI (Driving While Impaired),RALEIGH,800 BLOCK S BLOODWORTH ST
P22011300,-78.56958712,35.9494537,35D,North,2022-03-02,14:57:00,Larceny/Theft from Building,RALEIGH,2200 BLOCK WAKEFIELD PINES DR
P22011301,-78.80407372,35.9132581,56A,Northwest,2022-03-02,14:30:00,Fraud/False Pretense or Swindle,RALEIGH,11200 BLOCK EMPIRE LAKES DR
P22011303,-78.63855228,35.77824839,25E,Downtown,2022-03-02,14:42:00,Assault/Simple,RALEIGH,0 BLOCK E HARGETT ST
P22011303,-78.63855228,35.77824839,70D,Downtown,2022-03-02,14:42:00,Disorderly Conduct/Drunk-Disorderly,RALEIGH,0 BLOCK E HARGETT ST
P22011305,-78.5468828,35.86485196,54Z,North,2022-03-02,15:23:00,Drug Equipment/Paraphernalia,RALEIGH,6600 BLOCK LOUISBURG RD
P22011305,-78.5468828,35.86485196,54C,North,2022-03-02,15:23:00,Drug Violation/Felony,RALEIGH,6600 BLOCK LOUISBURG RD
P22011305,-78.5468828,35.86485196,51B,North,2022-03-02,15:23:00,Weapons/Illegal Possession of Weapon,RALEIGH,6600 BLOCK LOUISBURG RD
P22011313,-78.57923371,35.89520969,35F,North,2022-03-02,15:51:00,Larceny/Theft from Motor Vehicle,RALEIGH,8300 BLOCK CAMP DURANT RD
P22011314,-78.54364281,35.94564871,56B,North,2022-03-02,15:16:00,Fraud/Credit Card-ATM Fraud,RALEIGH,14400 BLOCK FALLS OF NEUSE RD
P22011316,-78.65820157,35.89823148,56C,Northwest,2022-03-02,16:01:00,Fraud/ID Theft,RALEIGH,8600 BLOCK OLDE STATION DRIVE
P22011317,-78.62133236,35.77981236,35H,Southeast,2022-03-02,15:06:00,Larceny/All Other,RALEIGH,1200 BLOCK NEW BERN AVE
P22011318,-78.69790941,35.87177969,35F,Northwest,2022-03-02,15:26:00,Larceny/Theft from Motor Vehicle,RALEIGH,3200 BLOCK LYNN RD
P22011322,-78.72012389,35.78536353,35H,Southwest,2022-03-02,13:07:00,Larceny/All Other,RALEIGH,5500 BLOCK WESTERN BLVD
P22011325,-78.58790949,35.75536829,25E,Southeast,2022-03-02,16:28:00,Assault/Simple,RALEIGH,1600 BLOCK BLUE RIBBON LN
P22011327,-78.63777186,35.77822536,35C,Downtown,2022-03-02,16:30:00,Larceny/Shoplifting,RALEIGH,100 BLOCK E HARGETT ST
P22011333,-78.74123082,35.8194313,51A,Southwest,2022-03-02,17:05:00,Weapons/Carry Concealed Weapon,RALEIGH,I 40 EB  &  WADE AV
P22011335,-78.74162013,35.78152457,56A,Southwest,2022-03-02,17:06:00,Fraud/False Pretense or Swindle,RALEIGH,6000 BLOCK BACARRA LANE
P22011336,-78.64653576,35.88992791,35G,North,2022-03-02,17:10:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,7700 BLOCK CROCKER DR
P22011338,-78.57607715,35.87099693,80B,Northeast,2022-03-02,17:14:00,All Other/Damage to Property (minor),RALEIGH,6400 BLOCK TOWN CTR DR
P22011341,-78.62698354,35.7765181,54Z,Downtown,2022-03-02,17:28:00,Drug Equipment/Paraphernalia,RALEIGH,700 BLOCK E MARTIN ST
P22011341,-78.62698354,35.7765181,54C,Downtown,2022-03-02,17:28:00,Drug Violation/Felony,RALEIGH,700 BLOCK E MARTIN ST
P22011342,-78.5753694,35.852228,35F,Northeast,2022-03-02,17:25:00,Larceny/Theft from Motor Vehicle,RALEIGH,4800 BLOCK AVENIDA DEL SOL DR
P22011347,-78.64786967,35.86817174,82J,North,2022-03-02,17:29:00,Humane/Chemical Deployment,RALEIGH,6200 BLOCK TRIBUTARY DR
P22011348,-78.59996457,35.81104551,40A,Northeast,2022-03-02,17:30:00,Motor Vehicle Theft,RALEIGH,2600 BLOCK APPLIANCE CT
P22011351,-78.63662046,35.77751836,54D,Downtown,2022-03-02,18:14:00,Drug Violation/Misdemeanor,RALEIGH,200 BLOCK S BLOUNT ST
P22011352,-78.63103157,35.76816281,30A,Downtown,2022-03-02,17:50:00,Burglary/Commercial or Non-Residential,RALEIGH,500 BLOCK MARTIN LUTHER KING JR BLVD
P22011353,-78.56221295,35.79858674,35C,Southeast,2022-03-02,17:53:00,Larceny/Shoplifting,RALEIGH,4400 BLOCK NEW BERN AVE
P22011354,-78.66286754,35.78932485,17M,Southwest,2022-03-02,17:08:00,Sex Offense/Indecent Exposure,RALEIGH,2100 BLOCK CLARK AVE
P22011359,-78.56401616,35.84128326,25G,Northeast,2022-03-02,17:41:00,Assault/Aggravated,RALEIGH,4900 BLOCK WINDBLOWN CT
P22011361,-78.62432446,35.87093126,25F,North,2022-03-02,18:52:00,Assault/Intimidation-Communicating Threats,RALEIGH,7100 BLOCK SANDY FORKS RD
P22011361,-78.62432446,35.87093126,35C,North,2022-03-02,18:52:00,Larceny/Shoplifting,RALEIGH,7100 BLOCK SANDY FORKS RD
P22011365,-78.6487811,35.74559678,80A,Southeast,2022-03-02,19:22:00,All Other/All Other Offenses,RALEIGH,2700 BLOCK S SAUNDERS ST
P22011366,-78.58620798,35.7681478,25E,Southeast,2022-03-02,18:48:00,Assault/Simple,RALEIGH,700 BLOCK COOPER RD
P22011370,-78.57825284,35.79728465,20A,Northeast,2022-03-02,19:03:00,Robbery/From Business,RALEIGH,3600 BLOCK NEW BERN AVE
P22011373,-78.6754834,35.74410875,54C,Southwest,2022-03-02,19:54:00,Drug Violation/Felony,RALEIGH,2700 BLOCK STEWART DR
P22011373,-78.6754834,35.74410875,54Z,Southwest,2022-03-02,19:54:00,Drug Equipment/Paraphernalia,RALEIGH,2700 BLOCK STEWART DR
P22011374,-78.62228273,35.87292828,35F,North,2022-03-02,19:43:00,Larceny/Theft from Motor Vehicle,RALEIGH,6600 BLOCK FALLS OF NEUSE RD
P22011374,-78.62228273,35.87292828,40A,North,2022-03-02,19:43:00,Motor Vehicle Theft,RALEIGH,6600 BLOCK FALLS OF NEUSE RD
P22011375,-78.65097276,35.72927637,51A,Southeast,2022-03-02,19:57:00,Weapons/Carry Concealed Weapon,RALEIGH,3700 BLOCK FAYETTEVILLE RD
P22011376,-78.54000728,35.80640463,25E,Southeast,2022-03-02,19:06:00,Assault/Simple,RALEIGH,1500 BLOCK CRAG BURN LN
P22011378,-78.64151793,35.77834734,25E,Downtown,2022-03-02,20:10:00,Assault/Simple,RALEIGH,100 BLOCK W HARGETT ST
P22011379,-78.60976775,35.89799941,51C,North,2022-03-02,20:19:00,Weapons/Shots Fired,RALEIGH,8900 BLOCK FALLS OF NEUSE RD
P22011383,-78.63710382,35.77820332,54Z,Downtown,2022-03-02,20:38:00,Drug Equipment/Paraphernalia,RALEIGH,100 BLOCK E HARGETT ST
P22011383,-78.63710382,35.77820332,80D,Downtown,2022-03-02,20:38:00,All Other/Trespassing,RALEIGH,100 BLOCK E HARGETT ST
P22011385,-78.72676294,35.80192392,25E,Southwest,2022-03-02,21:30:00,Assault/Simple,RALEIGH,1400 BLOCK EDWARDS MILL RD
P22011386,-78.77747771,35.90961006,35C,Northwest,2022-03-02,21:14:00,Larceny/Shoplifting,RALEIGH,10000 BLOCK GLENWOOD AVE
P22011388,-78.72676294,35.80192392,25F,Southwest,2022-03-02,21:50:00,Assault/Intimidation-Communicating Threats,RALEIGH,1400 BLOCK EDWARDS MILL RD
P22011390,-78.69874575,35.85362204,54Z,Northwest,2022-03-02,22:10:00,Drug Equipment/Paraphernalia,RALEIGH,5900 BLOCK GLENWOOD AV
P22011390,-78.69874575,35.85362204,54D,Northwest,2022-03-02,22:10:00,Drug Violation/Misdemeanor,RALEIGH,5900 BLOCK GLENWOOD AV
P22011391,-78.684216,35.7440896,35F,Southwest,2022-03-02,20:25:00,Larceny/Theft from Motor Vehicle,RALEIGH,3000 BLOCK BARRYMORE ST
P22011393,-78.55070332,35.8014445,51C,Southeast,2022-03-02,21:22:00,Weapons/Shots Fired,RALEIGH,2200 BLOCK LAZY RIVER DR
P22011394,-78.62568766,35.78109941,54C,Downtown,2022-03-02,22:22:00,Drug Violation/Felony,RALEIGH,100 BLOCK IDLEWILD AV
P22011394,-78.62568766,35.78109941,51A,Downtown,2022-03-02,22:22:00,Weapons/Carry Concealed Weapon,RALEIGH,100 BLOCK IDLEWILD AV
P22011397,-78.62242776,35.85121205,25E,North,2022-03-02,21:36:00,Assault/Simple,RALEIGH,900 BLOCK E MILLBROOK RD
P22011398,-78.6479265,35.7862933,25E,Downtown,2022-03-02,22:46:00,Assault/Simple,RALEIGH,600 BLOCK TUCKER ST
P22011399,-78.61566866,35.78007882,54C,Southeast,2022-03-02,23:21:00,Drug Violation/Felony,RALEIGH,1600 BLOCK NEW BERN AVE
P22011400,-78.56547262,35.94051797,35F,North,2022-03-02,22:25:00,Larceny/Theft from Motor Vehicle,RALEIGH,2500 BLOCK ENGLISH ROSE LN
P22011403,-78.74513314,35.88736196,35G,Northwest,2022-03-02,23:32:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,8700 BLOCK GLENWOOD AVE
P22011404,-78.53620241,35.79744159,25E,Southeast,2022-03-02,23:07:00,Assault/Simple,RALEIGH,5800 BLOCK LOCH RAVEN POINTE LOOP
P22011408,-78.72774668,35.87348036,35H,Northwest,2022-03-03,0:07:00,Larceny/All Other,RALEIGH,8100 BLOCK GLENWOOD AVE
P22011409,-78.6110477,35.81144183,54D,Northeast,2022-03-03,0:18:00,Drug Violation/Misdemeanor,RALEIGH,2400 BLOCK RATCHFORD DR
P22011412,-78.61083261,35.72006801,54Z,Downtown,2022-03-03,0:31:00,Drug Equipment/Paraphernalia,GARNER,500 BLOCK W JOHNSON ST
P22011412,-78.61083261,35.72006801,54D,Downtown,2022-03-03,0:31:00,Drug Violation/Misdemeanor,GARNER,500 BLOCK W JOHNSON ST
P22011414,-78.74367027,35.78177604,35D,Southwest,2022-03-03,0:13:00,Larceny/Theft from Building,RALEIGH,6400 BLOCK FARM GATE RD
P22011415,-78.60194454,35.76488019,25E,Southeast,2022-03-02,23:38:00,Assault/Simple,RALEIGH,500 BLOCK DACIAN RD
P22011417,-78.64524164,35.78883436,35F,Downtown,2022-03-03,1:20:00,Larceny/Theft from Motor Vehicle,RALEIGH,700 BLOCK N WEST ST
P22011418,-78.7456346,35.88750907,80A,Northwest,2022-03-03,2:08:00,All Other/All Other Offenses,RALEIGH,GLENWOOD AVE  &  MARVINO LN
P22011419,-78.68971054,35.78460062,71A,Southwest,2022-03-03,2:28:00,Traffic/DWI (Driving While Impaired),RALEIGH,CLANTON ST  &  WESTERN BLVD
P22011420,-78.78925839,35.90275502,53A,Northwest,2022-03-03,3:00:00,Damage to Property (Group A),RALEIGH,8800 BLOCK BRIER CREEK PKWY
P22011421,-78.6052595,35.78610564,80A,Southeast,2022-03-03,2:26:00,All Other/All Other Offenses,RALEIGH,2300 BLOCK BERTIE DR
P22011423,-78.69664109,35.85197088,54Z,Northwest,2022-03-03,3:45:00,Drug Equipment/Paraphernalia,RALEIGH,5700 BLOCK GLENWOOD AVE
P22011423,-78.69664109,35.85197088,54D,Northwest,2022-03-03,3:45:00,Drug Violation/Misdemeanor,RALEIGH,5700 BLOCK GLENWOOD AVE
P22011424,-78.58190016,35.79666477,35H,Northeast,2022-03-03,4:25:00,Larceny/All Other,RALEIGH,3500 BLOCK MAITLAND DR
P22011425,-78.63444029,35.73893742,25E,Southeast,2022-03-03,5:51:00,Assault/Simple,RALEIGH,3000 BLOCK BOONE TRL
P22011426,-78.63945869,35.77361555,80D,Downtown,2022-03-03,6:19:00,All Other/Trespassing,RALEIGH,500 BLOCK FAYETTEVILLE ST
P22011428,-78.5548497,35.90631701,35F,North,2022-03-03,6:38:00,Larceny/Theft from Motor Vehicle,RALEIGH,4800 BLOCK NEUSE VISTA WAY
P22011431,-78.70394831,35.75920872,35F,Southwest,2022-03-03,7:05:00,Larceny/Theft from Motor Vehicle,RALEIGH,3100 BLOCK WALNUT CREEK PKWY
P22011431,-78.70394831,35.75920872,40A,Southwest,2022-03-03,7:05:00,Motor Vehicle Theft,RALEIGH,3100 BLOCK WALNUT CREEK PKWY
P22011432,-78.69106344,35.75091771,35F,Southwest,2022-03-03,7:18:00,Larceny/Theft from Motor Vehicle,RALEIGH,1900 BLOCK MELROSE VALLEY CIR
P22011432,-78.69106344,35.75091771,53A,Southwest,2022-03-03,7:18:00,Damage to Property (Group A),RALEIGH,1900 BLOCK MELROSE VALLEY CIR
P22011435,-78.65017878,35.76758533,54Z,Southwest,2022-03-03,7:36:00,Drug Equipment/Paraphernalia,RALEIGH,1000 BLOCK HAMMELL DR
P22011435,-78.65017878,35.76758533,54C,Southwest,2022-03-03,7:36:00,Drug Violation/Felony,RALEIGH,1000 BLOCK HAMMELL DR
P22011436,-78.61945411,35.82917142,35F,North,2022-03-03,7:13:00,Larceny/Theft from Motor Vehicle,RALEIGH,3400 BLOCK WAKE FOREST RD
P22011437,-78.62695818,35.82615582,80B,North,2022-03-03,6:52:00,All Other/Damage to Property (minor),RALEIGH,900 BLOCK WAKE TOWNE DR
P22011438,-78.67123503,35.83660787,35F,Northwest,2022-03-03,7:44:00,Larceny/Theft from Motor Vehicle,RALEIGH,4100 BLOCK GLENWOOD AVE
P22011440,-78.58007266,35.84451433,35C,Northeast,2022-03-03,7:18:00,Larceny/Shoplifting,RALEIGH,4600 BLOCK CAPITAL BLVD
P22011444,-78.70394831,35.75920872,35F,Southwest,2022-03-03,8:05:00,Larceny/Theft from Motor Vehicle,RALEIGH,3100 BLOCK WALNUT CREEK PKWY
P22011446,-78.58239217,35.83502672,51C,Northeast,2022-03-03,8:19:00,Weapons/Shots Fired,RALEIGH,NEW HOPE CHURCH RD  &  BUFFALOE RD
P22011449,-78.56850487,35.74852191,40A,Southeast,2022-03-03,9:04:00,Motor Vehicle Theft,RALEIGH,1900 BLOCK WALNUT OVERLOOK WAY
P22011451,-78.55081571,35.79228359,25E,Southeast,2022-03-03,8:32:00,Assault/Simple,RALEIGH,5400 BLOCK DUCKLING WAY
P22011453,-78.69016637,35.75193557,35F,Southwest,2022-03-03,9:04:00,Larceny/Theft from Motor Vehicle,RALEIGH,3200 BLOCK MELROSE CLUB BLVD
P22011453,-78.69016637,35.75193557,80B,Southwest,2022-03-03,9:04:00,All Other/Damage to Property (minor),RALEIGH,3200 BLOCK MELROSE CLUB BLVD
P22011454,-78.71695802,35.7903164,54D,Southwest,2022-03-03,8:35:00,Drug Violation/Misdemeanor,RALEIGH,5400 BLOCK CHAPEL HILL RD
P22011455,-78.58495411,35.77955244,56A,Southeast,2022-03-03,7:27:00,Fraud/False Pretense or Swindle,RALEIGH,200 BLOCK SWINBURNE ST
P22011456,-78.60277534,35.7807972,80B,Southeast,2022-03-03,9:31:00,All Other/Damage to Property (minor),RALEIGH,100 BLOCK CLARENDON CRES
P22011460,0,0,80A,Northeast,2022-03-03,8:32:00,All Other/All Other Offenses,WAKE COUNTY,
P22011462,-78.5786866,35.84441266,35G,Northeast,2022-03-03,8:48:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,3100 BLOCK CALVARY DR
P22011464,-78.77532535,35.90911164,25E,Northwest,2022-03-03,9:39:00,Assault/Simple,RALEIGH,7900 BLOCK SUMTER RIDGE LN
P22011465,-78.62288601,35.82210935,80A,Northeast,2022-03-03,9:43:00,All Other/All Other Offenses,RALEIGH,3000 BLOCK WAKE FOREST RD
P22011467,-78.71516968,35.77308025,53A,Southwest,2022-03-03,9:04:00,Damage to Property (Group A),RALEIGH,1100 BLOCK ATHENS DR
P22011468,-78.67989642,35.74342503,63M,Southwest,2022-03-03,9:11:00,Embezzlement,RALEIGH,2700 BLOCK LAKE WHEELER RD
P22011470,-78.67885028,35.80388556,55A,Southwest,2022-03-03,10:10:00,Counterfeiting/Forgery,RALEIGH,3100 BLOCK LEONARD ST
P22011471,-78.6464533,35.79572383,54D,Southwest,2022-03-03,10:19:00,Drug Violation/Misdemeanor,RALEIGH,1300 BLOCK GLENWOOD AVE
P22011472,-78.6614396,35.76073826,30A,Southwest,2022-03-03,10:08:00,Burglary/Commercial or Non-Residential,RALEIGH,1700 BLOCK LAKE WHEELER RD
P22011472,-78.6614396,35.76073826,53A,Southwest,2022-03-03,10:08:00,Damage to Property (Group A),RALEIGH,1700 BLOCK LAKE WHEELER RD
P22011475,-78.59585076,35.81881935,80D,Northeast,2022-03-03,10:29:00,All Other/Trespassing,RALEIGH,2900 BLOCK CAPITAL BLVD
P22011476,-78.65421237,35.86946218,80D,Northwest,2022-03-03,10:23:00,All Other/Trespassing,RALEIGH,6200 BLOCK NORTH HILLS DR
P22011477,-78.61883386,35.77959109,56B,Southeast,2022-03-03,11:17:00,Fraud/Credit Card-ATM Fraud,RALEIGH,1300 BLOCK POOLE RD
P22011481,-78.63854409,35.76582945,25E,Downtown,2022-03-03,11:34:00,Assault/Simple,RALEIGH,100 BLOCK BRAGG ST
P22011482,-78.63854409,35.76582945,70E,Downtown,2022-03-03,11:13:00,Disorderly Conduct/Resist-Delay-Obstruct Officer,RALEIGH,100 BLOCK BRAGG ST
P22011482,-78.63854409,35.76582945,54Z,Downtown,2022-03-03,11:13:00,Drug Equipment/Paraphernalia,RALEIGH,100 BLOCK BRAGG ST
P22011482,-78.63854409,35.76582945,54C,Downtown,2022-03-03,11:13:00,Drug Violation/Felony,RALEIGH,100 BLOCK BRAGG ST
